Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
64I9byMYBlS1ARsC3vtpgW,"4oDjh8wNW5vDHyFRrDYC4k,24icoQNJSEWNu3XvqKBR68","Ottolenghi","Not Waving, But Drowning","Loyle Carner,Jordan Rakei",2019-04-19,197600,62,spotify:user:chiara_visca,2022-06-06T17:32:59Z,"indie soul,london rap,uk alternative hip hop,alternative r&b,indie jazz,neo r&b,soul",0.776,0.593,7,-10.535,1,0.252,0.327,0.00616,0.186,0.247,94.97,4
0aSPcMOs0ahKPGxsqMqbh2,"24icoQNJSEWNu3XvqKBR68,1uiEZYehlNivdK3iQyAbye","Midnight Mischief (Tom Misch Remix)","Midnight Mischief (Tom Misch Remix)","Jordan Rakei,Tom Misch",2016-09-19,266086,59,spotify:user:chiara_visca,2022-06-06T17:33:17Z,"alternative r&b,indie jazz,indie soul,neo r&b,soul,jazz pop",0.506,0.404,7,-7.441,1,0.0355,0.492,0.0268,0.115,0.0394,92.083,4
7aLYQgzGLy8duSSdTJa1ik,"0cmWgDlu9CwTgxPhf403hb,24icoQNJSEWNu3XvqKBR68","Shadows","Fragments","Bonobo,Jordan Rakei",2022-01-14,285093,58,spotify:user:chiara_visca,2022-06-06T17:33:32Z,"downtempo,electronica,jazztronica,ninja,nu jazz,trip hop,alternative r&b,indie jazz,indie soul,neo r&b,soul",0.658,0.576,10,-10.976,0,0.036,0.0913,0.393,0.107,0.593,114.029,4
5tqZJUHEuqdN12RZVq2l9p,"7GN9PivdemQRKjDt4z5Zv8","Hold On","Hive Mind","The Internet",2018-07-20,406466,64,spotify:user:chiara_visca,2022-06-06T17:48:31Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,r&b",0.7,0.414,0,-10.864,1,0.0373,0.849,0.0606,0.107,0.444,60.479,4
3NWTRZ0A8xKlBP1qgNftql,"7GN9PivdemQRKjDt4z5Zv8","Special Affair","Ego Death","The Internet",2015-06-26,176186,62,spotify:user:chiara_visca,2022-06-06T17:48:35Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,r&b",0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,4
5IIq5uEYpUZoSjTEjqn7q1,"7GN9PivdemQRKjDt4z5Zv8","La Di Da","Hive Mind","The Internet",2018-07-20,207013,47,spotify:user:chiara_visca,2022-06-06T17:49:27Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,r&b",0.685,0.745,1,-6.659,1,0.117,0.259,0.0000311,0.107,0.834,103.119,4
01bfHCsUTwydXCHP1VoLlI,"7GN9PivdemQRKjDt4z5Zv8","Roll (Burbank Funk)","Hive Mind","The Internet",2018-07-20,191026,51,spotify:user:chiara_visca,2022-06-06T17:49:54Z,"alternative r&b,indie soul,lgbtq+ hip hop,neo soul,r&b",0.784,0.682,1,-8.614,1,0.0962,0.185,0.00000625,0.106,0.967,112.512,4
0YUqBFAH5myAV0An8Gjqf3,"4frXpPxQQZwbCu3eTGnZEw","Uh Uh","Drunk","Thundercat",2017-02-24,136005,45,spotify:user:chiara_visca,2022-06-29T16:31:51Z,"afrofuturism",0.527,0.993,1,-10.057,1,0.0634,0.111,0.884,0.164,0.585,158.123,4
5XB8xpi0UsOqGUlZE0ZS5Y,"4frXpPxQQZwbCu3eTGnZEw","Innerstellar Love","It Is What It Is","Thundercat",2020-04-03,161037,48,spotify:user:chiara_visca,2022-06-29T16:27:27Z,"afrofuturism",0.467,0.76,11,-9.291,1,0.0527,0.118,0.782,0.136,0.171,102.05,3
4t7xKwS2zGI2q7jI5qKiQB,"4frXpPxQQZwbCu3eTGnZEw","How I Feel","It Is What It Is","Thundercat",2020-04-03,68223,42,spotify:user:chiara_visca,2022-06-29T16:28:44Z,"afrofuturism",0.436,0.383,1,-13.575,1,0.0284,0.778,0.321,0.0862,0.196,144.011,3
55odIfJy7sm2HkHf3n9Gha,"4frXpPxQQZwbCu3eTGnZEw","Unrequited Love","It Is What It Is","Thundercat",2020-04-03,194177,45,spotify:user:chiara_visca,2022-06-29T16:29:39Z,"afrofuturism",0.43,0.507,5,-11.313,0,0.0409,0.665,0.74,0.116,0.234,126.855,4
2JwFuyHAm2iahd89lCks0J,"4frXpPxQQZwbCu3eTGnZEw","Existential Dread","It Is What It Is","Thundercat",2020-04-03,51950,41,spotify:user:chiara_visca,2022-06-29T16:30:12Z,"afrofuturism",0.782,0.428,1,-12.751,1,0.0476,0.695,0.466,0.12,0.535,98.923,4
6qXNCWY49AaZ5nfp9AJIc5,"4frXpPxQQZwbCu3eTGnZEw","A Fan's Mail (Tron Song Suite II)","Drunk","Thundercat",2017-02-24,158938,50,spotify:user:chiara_visca,2022-06-29T16:34:21Z,"afrofuturism",0.494,0.657,2,-13.345,0,0.0927,0.819,0.419,0.113,0.348,191.468,4
4wJC7OFyu9PdfIonfQdvyK,"24icoQNJSEWNu3XvqKBR68","Midnight Mischief","Cloak","Jordan Rakei",2016-06-03,322346,39,spotify:user:chiara_visca,2022-07-03T14:39:28Z,"alternative r&b,indie jazz,indie soul,neo r&b,soul",0.654,0.439,0,-10.811,1,0.104,0.184,0.0000115,0.0918,0.441,83.043,4
08bKROnPD2OOvoOggk9Iyn,"6O5k8LLRfDK8v9jj1GazAQ","Hold","Nubya's 5ive","Nubya Garcia",2018-12-07,429932,25,spotify:user:chiara_visca,2022-07-28T14:26:45Z,"british jazz,indie jazz,indie soul,uk contemporary jazz",0.55,0.454,6,-13.987,0,0.0909,0.0654,0.853,0.15,0.531,83.499,4
