Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4MNADVcH2SHFcZESyrnnAS,"2XDOBQOobSTxtmFhWKdm6x","Seaside Tavern","Camelot","Brandon Fiechter",2014-07-29,233195,36,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T06:45:31Z,"middle earth",0.681,0.575,4,-11.077,0,0.0247,0.611,0.0366,0.23,0.529,96.995,3
10knaHiPIgFqPqFLtGCvta,"2XDOBQOobSTxtmFhWKdm6x","Medieval Faire","Camelot","Brandon Fiechter",2014-07-29,247252,33,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T06:46:29Z,"middle earth",0.629,0.278,7,-14.719,1,0.0292,0.883,0.896,0.0698,0.644,182.052,3
5NAhbaS3XEu81ajKaIhKsH,"01Er12nK5rrnHx8usFPJAs,2XDOBQOobSTxtmFhWKdm6x","Hooded Rogue Inn","Inns and Villages","Derek Fiechter,Brandon Fiechter",2015-05-30,209000,43,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:13:13Z,"middle earth",0.453,0.38,1,-17.465,0,0.034,0.591,0.964,0.2,0.421,120.025,4
35mfJzz1Q1MHTjtJybNK7C,"01Er12nK5rrnHx8usFPJAs","Black Wolf's Inn","Ancient Legends","Derek Fiechter",2013-10-09,255059,43,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:13:54Z,"middle earth",0.788,0.346,11,-9.905,0,0.039,0.53,0.94,0.0858,0.883,119.97,3
1aVMt5HV3QHAvuZV194qQd,"01Er12nK5rrnHx8usFPJAs","Royal Scribe","Camelot","Derek Fiechter",2014-07-29,252000,34,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:14:09Z,"middle earth",0.554,0.48,4,-13.204,0,0.03,0.741,0.926,0.095,0.225,100.023,4
65BpZantdezSo3HoWsbQ9B,"2XDOBQOobSTxtmFhWKdm6x","Uther Pendragon","Camelot","Brandon Fiechter",2014-07-29,238200,34,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:14:23Z,"middle earth",0.594,0.496,4,-11.088,0,0.0299,0.872,0.967,0.0894,0.962,99.991,3
4BE88yzL5Li1iyMVdMtiUG,"2XDOBQOobSTxtmFhWKdm6x","Castle Bard","Camelot","Brandon Fiechter",2014-07-29,240000,34,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:15:32Z,"middle earth",0.684,0.38,4,-12.953,0,0.0308,0.89,0.966,0.136,0.695,111.99,4
6AoRwdN14bkpErDEkLekZ4,"01Er12nK5rrnHx8usFPJAs","Knights of the Round Table","Camelot","Derek Fiechter",2014-07-29,207489,34,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:15:49Z,"middle earth",0.596,0.304,4,-15.26,0,0.0332,0.974,0.965,0.0966,0.672,115.015,4
1AIEkhII6uLTZgErs7tGqY,"2XDOBQOobSTxtmFhWKdm6x","Wild Boar's Inn","Camelot","Brandon Fiechter",2014-07-29,225391,39,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-29T07:19:55Z,"middle earth",0.664,0.491,4,-12.13,0,0.0299,0.878,0.976,0.128,0.704,114.983,4
6ZBvQOuEp4ggTYAsqq0YFa,"01Er12nK5rrnHx8usFPJAs,2XDOBQOobSTxtmFhWKdm6x","Viking Tavern","Inns and Villages","Derek Fiechter,Brandon Fiechter",2015-05-30,199811,29,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-30T04:30:01Z,"middle earth",0.494,0.39,7,-17.247,0,0.0368,0.595,0.512,0.11,0.624,105.993,3
4HBsyDGx0TONniGVVtfnhV,"01Er12nK5rrnHx8usFPJAs","Fishing Village","Inns and Villages","Derek Fiechter",2015-05-30,237906,36,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-05-30T09:10:49Z,"middle earth",0.589,0.435,5,-14.08,0,0.0255,0.908,0.899,0.12,0.553,172.164,4
0NI53QNAxWf9BPMrB3btG7,"3sGNDVudT2bLsqlGx2yyJv","Evening In The Tavern","The Witcher (Original Game Soundtrack)","Pawel Blaszczak",2015-09-09,57253,46,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:43:57Z,"video game music",0.839,0.451,11,-13.395,0,0.0598,0.828,0.964,0.126,0.966,119.962,4
2TLO035tumZKpxxeDlKYQb,"3wlYEOHZHxMKPAyoGC1BFz,47RTV4mRN9dDNbqxB1IMXF","A Tavern On The Riverbank","The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack]","Adam Skorupa,Krzysztof Wierzynkiewicz",2015-09-09,103516,47,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:44:40Z,"scorecore,video game music",0.473,0.375,2,-11.912,0,0.0277,0.122,0.331,0.0803,0.132,82.458,3
1K01nmx3aMH7pkDB7O6rS9,"07vycW8ICLf5hKb22PFWXw,4vATWjWf6AYUj0tyKD6sDM","A Story You Won't Believe","The Witcher 3: Wild Hunt (Original Game Soundtrack)","Marcin Przybyłowicz,Percival Schuttenbach",2015-08-26,97845,49,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:45:06Z,"orchestral soundtrack,scorecore,video game music,polish folk metal,polish metal,slavic folk metal,slavic metal",0.752,0.621,7,-13.663,0,0.065,0.315,0.854,0.0848,0.501,130.035,4
4xv1U44xbeDhIRPUnmkHVx,"1qdPs3IrhTTOZm4Sm1KrR7","Tavern 01","Two Worlds II","Two Worlds II",2013-09-20,55457,34,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:45:27Z,"video game music",0.765,0.336,4,-10.326,0,0.0634,0.833,0.00394,0.178,0.961,120.092,4
6hjAfLao4iDCIASkt9JOla,"3sGNDVudT2bLsqlGx2yyJv","Tavern At The End Of World","The Witcher (Original Game Soundtrack)","Pawel Blaszczak",2015-09-09,85746,44,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:45:46Z,"video game music",0.608,0.521,4,-11.229,0,0.0312,0.689,0.473,0.116,0.71,125.059,4
2iuvr7akes0B5fEzNkZGjE,"21Uejbf0dmBe3tEOUhWWt0","Pig and Whistle","World of Warcraft: Taverns of Azeroth Original Soundtrack","David Arkenstone",2007-10-08,155573,40,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:46:08Z,"new age,video game music",0.577,0.48,9,-11.418,1,0.0355,0.0424,0.00244,0.251,0.888,122.789,4
6BG6rbPZp6lEXy7KN2mCDg,"77yY2QmM6bYvjJ3y5L2R0v","The Bannered Mare","The Elder Scrolls V: Skyrim: Original Game Soundtrack","Jeremy Soule",2013-01-31,148060,53,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:46:19Z,"orchestral soundtrack,scorecore,soundtrack,video game music",0.298,0.125,2,-27.471,0,0.0373,0.879,0.865,0.0942,0.323,81.36,3
4pW1ftcpCJt1VxbPwVknz0,"1RGNzkIbAdJlqJooCykfG8","Tavern","World of Warcraft Original Soundtrack","Jason Hayes",2004-11-23,74533,45,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:46:29Z,"video game music",0.737,0.42,6,-12.641,0,0.0348,0.8,0.909,0.0988,0.765,90.499,3
0JP97EPP5NkoemtNNjQYPR,"77yY2QmM6bYvjJ3y5L2R0v","Around the Fire","The Elder Scrolls V: Skyrim: Original Game Soundtrack","Jeremy Soule",2013-01-31,189929,50,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:46:42Z,"orchestral soundtrack,scorecore,soundtrack,video game music",0.441,0.135,2,-24.465,1,0.0337,0.321,0.836,0.202,0.359,80.009,4
2uVg0foSnfDq1T0hFHBdXu,"01Er12nK5rrnHx8usFPJAs,2XDOBQOobSTxtmFhWKdm6x","The Innkeeper","Medieval Times","Derek Fiechter,Brandon Fiechter",2015-06-27,207049,32,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:46:56Z,"middle earth",0.308,0.232,9,-14.51,0,0.0395,0.899,0.718,0.288,0.483,122.125,3
01u2fmad03We00tqJmIfHX,"5tzixIjD4uBPCqZTljYvQi","Day In A Life","Dragon Age: Origins - Leliana's Song","Inon Zur",2010-10-25,86826,0,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:47:09Z,"epicore,orchestral soundtrack,scorecore,soundtrack,video game music",0.618,0.306,9,-11.059,0,0.0436,0.0854,0.846,0.112,0.414,153.987,3
3aAeD4aD0PdM3gilTQscqj,"3wlYEOHZHxMKPAyoGC1BFz","Peaceful Moments","The Witcher (Original Game Soundtrack)","Adam Skorupa",2015-09-09,310000,45,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:47:36Z,"scorecore,video game music",0.542,0.362,11,-13.333,0,0.0283,0.569,0.927,0.18,0.367,119.999,4
48GvW7NPbRhKYo2l1CHG5M,"21Uejbf0dmBe3tEOUhWWt0,1RGNzkIbAdJlqJooCykfG8","Taverns","World of Warcraft: The Burning Crusade Original Soundtrack","David Arkenstone,Jason Hayes",2007-01-16,266213,40,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:48:01Z,"new age,video game music",0.394,0.266,11,-14.004,0,0.0402,0.635,0.197,0.116,0.519,105,3
26mWof6V1cuAmp8KSbTEIo,"77yY2QmM6bYvjJ3y5L2R0v","A Winter's Tale","The Elder Scrolls V: Skyrim: Original Game Soundtrack","Jeremy Soule",2013-01-31,199866,51,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:48:14Z,"orchestral soundtrack,scorecore,soundtrack,video game music",0.55,0.0548,9,-30.269,1,0.0549,0.902,0.895,0.106,0.265,164.282,3
2Dmby8seQnaE3cAuA5Wmfz,"4eiYHJLlxeKQXAw0UDoXJl","The Dragonborn Comes - Skyrim","A Bard's Side Quest","Erutan",2013-01-18,194599,0,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:48:30Z,"fantasy,medieval folk",0.322,0.185,7,-11.958,0,0.0341,0.875,0.143,0.171,0.148,157.787,3
2tF8zodnqOWcFBaLQc2J01,"5tzixIjD4uBPCqZTljYvQi","Face Down in the Cutlass","Sword Coast Legends (Original Game Soundtrack)","Inon Zur",2015-10-20,93901,0,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:51:21Z,"epicore,orchestral soundtrack,scorecore,soundtrack,video game music",0.482,0.289,7,-16.17,1,0.0291,0.534,0.243,0.127,0.334,159.897,3
1hlErsdZTMEHxpS1YFMImn,"01Er12nK5rrnHx8usFPJAs,2XDOBQOobSTxtmFhWKdm6x","Forest Imps Inn","Inns and Villages","Derek Fiechter,Brandon Fiechter",2015-05-30,223783,31,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:51:29Z,"middle earth",0.322,0.259,7,-17.64,0,0.0301,0.949,0.9,0.0878,0.167,83.246,3
3p2zSt2kuSwEWGbcVRekLn,"2O0YGVBPONB6lPJYxb0q3w","River's Dance","Firefly (Original Television Soundtrack)","Greg Edmonson",2005-01-01,110906,0,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:51:44Z,"scorecore,soundtrack,video game music",0.321,0.327,0,-16.604,1,0.0446,0.00558,0.788,0.137,0.571,115.036,4
4DuOL3gzEPwQSJmZ1TPmeV,"3m6alJyeKYSCZ8078ttfaH","Castle Dinner","Metal Hurlant Chronicles (Original Soundtrack)","Jesper Kyd",2012,103920,0,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:53:02Z,"epicore,nordic soundtrack,orchestral soundtrack,soundtrack,video game music",0.689,0.0416,2,-26.853,0,0.0577,0.874,0.923,0.176,0.127,104.274,4
0OA1MDhAZUytHW5o3sGNa9,"77yY2QmM6bYvjJ3y5L2R0v","Out of the Cold","The Elder Scrolls V: Skyrim: Original Game Soundtrack","Jeremy Soule",2013-01-31,182346,48,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:53:21Z,"orchestral soundtrack,scorecore,soundtrack,video game music",0.409,0.0766,3,-29.428,1,0.0481,0.93,0.908,0.106,0.513,84.076,4
6w9pF6u9shESmwi3Vn3ZlC,"2XDOBQOobSTxtmFhWKdm6x","Dark Elves Inn","Inns and Villages","Brandon Fiechter",2015-05-30,191052,26,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:53:26Z,"middle earth",0.653,0.296,2,-16.3,0,0.0359,0.966,0.884,0.0985,0.41,114.005,3
5ZUyKwCJd6xX9bo4x34DKY,"7mCsyzq823cXJ5puxUN3aJ","Festival And Faire","The Sims Medieval Vol. 1","John Debney",2011-04-05,128586,0,spotify:user:1rs6m0cf2fmlxervy1cqo8pj2,2018-11-05T07:54:00Z,"orchestral soundtrack,scorecore,soundtrack",0.478,0.55,2,-7.83,1,0.0388,0.425,0.256,0.165,0.921,119.957,3
